Customers,4,6,8,10,12,14,16,18,20,22,24,days_to_order,cluster,
992729448,0,0,0.639204961,6.470099185,1.15250675,0.663060005,0,0,0,0,1.483725802,0,1,
991068621,0,2.801833548,0.980628386,2.636400726,0.969875478,0.834304886,0.207298725,2.312476399,0.152998339,0.54757704,0.29674516,0,1,Mod
992151505,0,4.845717172,4.252277473,0.728421522,1.349411904,0,0,0,0,0.24233588,0,0,1,
992827378,0,0,0,3.447486756,0.37007295,0.000808143,0,7.826937683,0,0,0,0,1,
992721238,0,0,0,0.757504339,1.047865728,0.934456087,1.036493624,0.993421143,0.207875909,1.930153444,0,0,1,
992638039,0,9.163450566,0.011659498,1.778491831,0.929520057,2.573200192,0,2.742023166,0.557115784,0.565395878,0,0,1,
992788996,0,2.801833548,0.980628386,2.636400726,0.969875478,0.834304886,0.207298725,2.312476399,0.152998339,0.54757704,0.29674516,0,1,Added
991298890,0,0,0.181068831,1.117173369,0,0.361384942,0.38257775,0.701991686,0.002117183,0,1.575933056,0,2,
992626386,0,0,0.090534416,0.558600574,6.29252E-06,0.180692471,0.191288875,7.850851725,0.001058591,0,0.787966528,5.64343E-07,2,Mod
992761916,0,0,0,2.78E-05,1.26E-05,0,0,14.99971176,0,0,0,1.13E-06,2,
992037096,0,0,0,7.501862488,0.459827601,1.517201498,1.365121031,0.722886974,0,3.346102304,0,0,3,
992524526,0,0,0,5.092209082,1.54788521,2.090499174,1.137246693,1.816390782,0.050133052,2.497835115,1.478604392,0,3,
992690960,0,0,0,4.355446706,2.328606192,1.957584105,1.397293016,3.168592841,0.108314012,3.102041734,0,0,3,
992761565,0,0,0,3.25882105,0.30936273,1.885214507,0,0.666822166,1.306003149,0,0,0,3,
992764766,0,0,0,0,0.849576908,1.788729665,0,2.845777166,0.084151837,0,4.46872717,0,3,
992889140,0,0,0,3.368061184,0.915878538,1.539871492,0.649943457,4.036696949,0.258100342,1.490996526,0.991221927,1.88114E-07,3,Added
992760513,0,0,1.205945061,0.446012549,0.643538633,1.147391095,0.38318676,1.770501426,1.246049759,0,0,0.02915554,4,
992283717,0,24.93423707,0,3.212369225,0.309327731,0.494545814,1.240146829,1.121206235,0,0.468463848,1.306894998,0,4,
990991692,0,0,0,2.479247745,1.745146772,0,0,0,0,0.670882084,0.152572629,0,4,
991129164,0,35.32064935,0,1.150849854,0,1.815482339,0.741101535,0,0.982973697,0,2.07205682,0,#N/A,
